NoC,Code,Rain,Wind
55,58667,65.9,31.7
55,58667,184.1,16.3
55,58667,26.5,11.7
55,58667,39,11
55,58667,33.7,17.3
55,58667,34.5,11
55,58667,29.6,11
55,58667,30.8,9
55,58667,72.4,12
55,58667,26,11.8
55,58667,50.7,11
55,58667,44.4,13
55,58667,71.9,9
55,58667,72.3,13
55,58667,95.8,19
55,58667,39.1,13
55,58667,31.1,11
55,58667,51.9,20
55,58667,33.4,9
55,58667,28.9,13.3
55,58667,41.8,9
55,58667,69.6,25
55,58667,47.7,22
55,58667,160.2,24
55,58667,47.1,15
55,58667,78.5,19
55,58667,29.7,14
55,58667,33.2,12
55,58667,50.1,9.7
55,58667,33.6,13.3
55,58667,55.2,13
55,58667,26.3,20.7
55,58667,45.6,11
55,58667,26.9,13.7
55,58667,36.1,12
55,58667,28.1,9.3
55,58667,38.5,12.3
55,58667,61.5,8.3
55,58667,55.2,21.7
55,58667,117.4,24
55,58667,42.1,10
55,58667,40.1,10.3
55,58667,53.7,10.9
55,58667,31.3,9.3
55,58667,33.3,12.3
55,58667,150.9,18.2
55,58667,103.4,39.6
55,58667,44,19.9
55,58667,33.9,16.1
55,58667,66.1,9.3
55,58667,37.9,9.2
55,58667,89.5,10
55,58667,100.5,13.9
55,58667,47.2,8.5
55,58667,60.3,15.1
55,58667,39.5,9.7
55,58667,29.7,10
55,58667,71.4,12
55,58667,140.7,28
55,58667,54.6,18
55,58667,34.8,11
55,58667,260.7,8.26178594878527
55,58667,31.4,11.7
55,58667,29,8.7
55,58667,32.2,12.7
55,58667,30.5,11.3
55,58667,31,12.3
55,58667,29.7,13.3
55,58667,30.6,9
55,58667,36.8,10.3
55,58667,34.9,10.3
55,58667,32.4,12
55,58667,46.9,9.7
55,58667,42.1,12.3
55,58667,29.8,10.7
55,58667,27.8,10
55,58667,67.1,10.3
55,58667,31.2,14
55,58667,32.4,12.7
55,58667,82.2,22.3
55,58667,35.2,19
55,58667,37.5,13
55,58667,55.5,17.6
55,58667,38.7,11.7
55,58667,35,10.6
55,58667,88.3,8.1
55,58667,30.8,10.5
55,58667,158.8,11
55,58667,42.7,11.5
55,58667,73,13.3
55,58667,39.8,9.1
55,58667,85.3,12.2
55,58667,55.2,11.3
55,58667,45.3,16.8
55,58667,59.7,10.4
55,58667,72.2,12.6
55,58667,27.1,11.9
55,58667,40.9,11.2
55,58667,27.9,10.2
55,58667,38.5,11.1
55,58667,51,12.4
55,58667,32.4,12.3
55,58667,69.3,20.1
55,58667,116.2,32.6
55,58667,62.9,9
55,58667,84.4,11.8
55,58667,38.8,11.7
55,58667,51.7,12.4
55,58667,37.6,12.4
55,58667,62,13.3
55,58667,185,26
55,58667,108.2,24.8
55,58667,89.4,13
55,58667,56.5,12.2
55,58667,85.2,9.2
55,58667,58.8,9.5
55,58667,63.9,18
55,58667,66.5,30.8
55,58667,36.8,15.8
55,58667,37.6,21.3
55,58667,27.6,12.8
55,58667,121.4,16.1
55,58667,34.1,16.5
55,58667,28.4,14.1
55,58667,29.9,9.3
55,58667,86.4,21.7
55,58667,83.4,23.8
55,58667,41.5,9.6
55,58667,53.5,10.8
55,58667,27.7,11.8
55,58667,52.2,24.1
55,58667,38.6,8.1
55,58667,35.5,13.2
55,58667,38.1,8.3
55,58667,169.3,25.4
55,58667,280.8,11.7
55,58667,29.1,12.9
55,58667,27.4,15
55,58667,75.6,11.1
55,58667,32.9,10.4
55,58667,46,12.9
55,58667,59.6,9.1
55,58667,82.2,16.6
55,58667,26.7,10.3
55,58667,25.5,11.2
55,58667,120.8,14.4
55,58667,33.9,10.8
55,58667,86.8,18.1
55,58667,239.6,16.4
55,58667,49.4,10.1
55,58667,30.1,11.4
55,58667,59.8,8.8
55,58667,52.1,9.9
55,58667,73.5,12.3
55,58667,49.3,8.1
55,58667,91,12.8
55,58667,41.1,8
55,58667,58.8,16.6
55,58667,28.9,9.2
55,58667,26,9.7
55,58667,44.9,11.3
55,58667,118.9,10.7
55,58667,53.6,9
55,58667,58.6,8.8
56,58730,72.8,10.3
56,58730,54.5,8
56,58730,86.1,8.7
56,58730,51.3,8.18103112840464
56,58730,58.6,8.3
56,58730,62.7,8.3
56,58730,34.7,8.3
56,58730,44,8.5
56,58730,112.9,12.8837037037036
56,58730,36.6,10.1447407407407
56,58730,46.4,10.0413333333333
56,58730,44.9,13.4884444444443
56,58730,43.5,11.798074074074
56,58730,35.3,10.9290370370369
56,58730,47.8,18.1730370370369
56,58730,55.6,9.18948148148141
56,58730,65.4,11.5308148148147
56,58730,40.4,18.0637037037035
56,58730,121.9,12.0088888888888
56,58730,26.5999999999998,16
56,58730,30.3,13.2
56,58730,25.8,16
56,58730,42.5,9
56,58730,32.7,11.3
56,58730,33.2,10
56,58730,65.2,13.3
56,58730,25.2,15
56,58730,33.2,19
56,58730,42.1,14
56,58730,32.1,25
56,58730,26,16.3
56,58730,34.1,12
56,58730,66.6,16
56,58730,47.8,10
56,58730,29.9,18
56,58730,36.6,16.7
56,58730,29.3,12.3
56,58730,33.4,16.3
56,58730,90.4,16.3
56,58730,94.5,19
56,58730,30.8,14.3
56,58730,45.8,9
56,58730,88.2,27
56,58730,59.5,14.3
56,58730,48.9,12
56,58730,43.9,18
56,58730,32.1,17.3
56,58730,36,14.3
56,58730,44.9,13
56,58730,31,17.7
56,58730,43.4,11.3
56,58730,203,12.7
56,58730,57.7,12
56,58730,35,11.3
56,58730,28.1,12.7
56,58730,36.8,13.3
56,58730,36.8,11
56,58730,95.1,21.7
56,58730,27.7,13
56,58730,26.7,14
56,58730,28.7,13.7
56,58730,35.3,10.7
56,58730,195.5,35
56,58730,52.6,12.7
56,58730,39.6,11
56,58730,28.3,17
56,58730,32,11.7
56,58730,27.3,11.3
56,58730,34.8,10.3
56,58730,60.3,8.7
56,58730,28.3,10.3
56,58730,65.9,31.7
56,58730,184.1,16.3
56,58730,26.5,11.7
56,58730,39,11
56,58730,33.7,17.3
56,58730,34.5,11
56,58730,29.6,11
56,58730,30.8,9
56,58730,72.4,12
56,58730,26,11.8
56,58730,50.7,11
56,58730,44.4,13
56,58730,71.9,9
56,58730,72.3,13
56,58730,95.8,19
56,58730,39.1,13
56,58730,31.1,11
56,58730,51.9,20
56,58730,33.4,9
56,58730,28.9,13.3
56,58730,41.8,9
56,58730,69.6,25
56,58730,47.7,22
56,58730,160.2,24
56,58730,47.1,15
56,58730,78.5,19
56,58730,29.7,14
56,58730,33.2,12
56,58730,50.1,9.7
56,58730,33.6,13.3
56,58730,55.2,13
56,58730,26.3,20.7
56,58730,45.6,11
56,58730,26.9,13.7
56,58730,36.1,12
56,58730,28.1,9.3
56,58730,38.5,12.3
56,58730,61.5,8.3
56,58730,55.2,21.7
56,58730,117.4,24
56,58730,42.1,10
56,58730,40.1,10.3
56,58730,53.7,10.9
56,58730,31.3,9.3
56,58730,33.3,12.3
56,58730,150.9,18.2
56,58730,103.4,39.6
56,58730,44,19.9
56,58730,33.9,16.1
56,58730,66.1,9.3
56,58730,37.9,9.2
56,58730,89.5,10
56,58730,100.5,13.9
56,58730,47.2,8.5
56,58730,60.3,15.1
56,58730,39.5,9.7
56,58730,29.7,10
56,58730,71.4,12
56,58730,140.7,28
56,58730,54.6,18
56,58730,34.8,11
56,58730,260.7,8.26178594878527
56,58730,31.4,11.7
56,58730,29,8.7
56,58730,32.2,12.7
56,58730,30.5,11.3
56,58730,31,12.3
56,58730,29.7,13.3
56,58730,30.6,9
56,58730,36.8,10.3
56,58730,34.9,10.3
56,58730,32.4,12
56,58730,46.9,9.7
56,58730,42.1,12.3
56,58730,29.8,10.7
56,58730,27.8,10
56,58730,67.1,10.3
56,58730,31.2,14
56,58730,32.4,12.7
56,58730,82.2,22.3
56,58730,35.2,19
56,58730,37.5,13
56,58730,55.5,17.6
56,58730,38.7,11.7
56,58730,35,10.6
56,58730,88.3,8.1
56,58730,30.8,10.5
56,58730,158.8,11
56,58730,42.7,11.5
56,58730,73,13.3
56,58730,39.8,9.1
56,58730,85.3,12.2
56,58730,55.2,11.3
56,58730,45.3,16.8
56,58730,59.7,10.4
56,58730,72.2,12.6
56,58730,27.1,11.9
56,58730,40.9,11.2
56,58730,27.9,10.2
56,58730,38.5,11.1
56,58730,51,12.4
56,58730,32.4,12.3
56,58730,69.3,20.1
56,58730,116.2,32.6
56,58730,62.9,9
56,58730,84.4,11.8
56,58730,38.8,11.7
56,58730,51.7,12.4
56,58730,37.6,12.4
56,58730,62,13.3
56,58730,185,26
56,58730,108.2,24.8
56,58730,89.4,13
56,58730,56.5,12.2
56,58730,85.2,9.2
56,58730,58.8,9.5
56,58730,63.9,18
56,58730,66.5,30.8
56,58730,36.8,15.8
56,58730,37.6,21.3
56,58730,27.6,12.8
56,58730,121.4,16.1
56,58730,34.1,16.5
56,58730,28.4,14.1
56,58730,29.9,9.3
56,58730,86.4,21.7
56,58730,83.4,23.8
56,58730,41.5,9.6
56,58730,53.5,10.8
56,58730,27.7,11.8
56,58730,52.2,24.1
56,58730,38.6,8.1
56,58730,35.5,13.2
56,58730,38.1,8.3
56,58730,169.3,25.4
56,58730,280.8,11.7
56,58730,29.1,12.9
56,58730,27.4,15
56,58730,75.6,11.1
56,58730,32.9,10.4
56,58730,46,12.9
56,58730,59.6,9.1
56,58730,82.2,16.6
56,58730,26.7,10.3
56,58730,25.5,11.2
56,58730,120.8,14.4
56,58730,33.9,10.8
56,58730,86.8,18.1
56,58730,239.6,16.4
56,58730,49.4,10.1
56,58730,30.1,11.4
56,58730,59.8,8.8
56,58730,52.1,9.9
56,58730,73.5,12.3
56,58730,49.3,8.1
56,58730,91,12.8
56,58730,41.1,8
56,58730,58.8,16.6
56,58730,28.9,9.2
56,58730,26,9.7
56,58730,44.9,11.3
56,58730,118.9,10.7
56,58730,53.6,9
56,58730,58.6,8.8
57,58734,37.5,9
57,58734,25.1,11.3
57,58734,48.7,8
57,58734,68.9,12.3
57,58734,33.8,8
57,58734,48.7,9
57,58734,27,8.7
57,58734,62.4,8
57,58734,28.9,11
57,58734,40.8,8.7
57,58734,51.1,14
57,58734,68.7,10
57,58734,43.5,10.7
57,58734,47.5,11
57,58734,35.4,8
57,58734,123,10
57,58734,57.1,10
57,58734,77.9,9.7
57,58734,47.2,8.7
57,58734,37.8,13
57,58734,61,9
57,58734,30.8,8.7
57,58734,35.9,9.7
57,58734,47.3,14
57,58734,42.2,10.3
57,58734,52.8,11
57,58734,49,8.7
57,58734,31,8.7
57,58734,52.9,10.7
57,58734,79.3,9.3
57,58734,50.7,12.7
57,58734,32.4,13
57,58734,50,11.3
57,58734,26.7,9.7
57,58734,69.7,9.3
57,58734,66.1,8.3
57,58734,46.6,8
57,58734,47.7,8.7
57,58734,88.2,9
57,58734,36.9,8
57,58734,35.7,8
57,58734,40.4,10
57,58734,113.7,9.7
57,58734,37.2,12.3
57,58734,29.5,15
57,58734,80.2,12.3
57,58734,36.5,9.3
57,58734,31.5,10.3
57,58734,38.4,8.7
57,58734,39.3,10.3
57,58734,35.3,12
57,58734,25.6,8
57,58734,27.9,8
57,58734,43.5,9.3
57,58734,49.7,10.7
57,58734,54.4,8
57,58734,28.7,10
57,58734,75.6,8.3
57,58734,54.3,8
57,58734,85.6,8.3
57,58734,51.8,9
57,58734,36.3,11.2
57,58734,31.3,8.5
57,58734,44.4,8.2
57,58734,45.4,8.3
57,58734,60.7,8.4
57,58734,41.3,10
57,58734,27.3,11.3
57,58734,34.8,10.3
57,58734,60.3,8.7
57,58734,28.3,10.3
57,58734,65.9,31.7
57,58734,184.1,16.3
57,58734,26.5,11.7
57,58734,39,11
57,58734,33.7,17.3
57,58734,34.5,11
57,58734,29.6,11
57,58734,30.8,9
57,58734,72.4,12
57,58734,26,11.8
57,58734,50.7,11
57,58734,44.4,13
57,58734,71.9,9
57,58734,72.3,13
57,58734,95.8,19
57,58734,39.1,13
57,58734,31.1,11
57,58734,51.9,20
57,58734,33.4,9
57,58734,28.9,13.3
57,58734,41.8,9
57,58734,69.6,25
57,58734,47.7,22
57,58734,160.2,24
57,58734,47.1,15
57,58734,78.5,19
57,58734,29.7,14
57,58734,33.2,12
57,58734,50.1,9.7
57,58734,33.6,13.3
57,58734,55.2,13
57,58734,26.3,20.7
57,58734,45.6,11
57,58734,26.9,13.7
57,58734,36.1,12
57,58734,28.1,9.3
57,58734,38.5,12.3
57,58734,61.5,8.3
57,58734,55.2,21.7
57,58734,117.4,24
57,58734,42.1,10
57,58734,40.1,10.3
57,58734,53.7,10.9
57,58734,31.3,9.3
57,58734,33.3,12.3
57,58734,150.9,18.2
57,58734,103.4,39.6
57,58734,44,19.9
57,58734,33.9,16.1
57,58734,66.1,9.3
57,58734,37.9,9.2
57,58734,89.5,10
57,58734,100.5,13.9
57,58734,47.2,8.5
57,58734,60.3,15.1
57,58734,39.5,9.7
57,58734,29.7,10
57,58734,71.4,12
57,58734,140.7,28
57,58734,54.6,18
57,58734,34.8,11
57,58734,260.7,8.26178594878527
57,58734,31.4,11.7
57,58734,29,8.7
57,58734,32.2,12.7
57,58734,30.5,11.3
57,58734,31,12.3
57,58734,29.7,13.3
57,58734,30.6,9
57,58734,36.8,10.3
57,58734,34.9,10.3
57,58734,32.4,12
57,58734,46.9,9.7
57,58734,42.1,12.3
57,58734,29.8,10.7
57,58734,27.8,10
57,58734,67.1,10.3
57,58734,31.2,14
57,58734,32.4,12.7
57,58734,82.2,22.3
57,58734,35.2,19
57,58734,37.5,13
57,58734,55.5,17.6
57,58734,38.7,11.7
57,58734,35,10.6
57,58734,88.3,8.1
57,58734,30.8,10.5
57,58734,158.8,11
57,58734,42.7,11.5
57,58734,73,13.3
57,58734,39.8,9.1
57,58734,85.3,12.2
57,58734,55.2,11.3
57,58734,45.3,16.8
57,58734,59.7,10.4
57,58734,72.2,12.6
57,58734,27.1,11.9
57,58734,40.9,11.2
57,58734,27.9,10.2
57,58734,38.5,11.1
57,58734,51,12.4
57,58734,32.4,12.3
57,58734,69.3,20.1
57,58734,116.2,32.6
57,58734,62.9,9
57,58734,84.4,11.8
57,58734,38.8,11.7
57,58734,51.7,12.4
57,58734,37.6,12.4
57,58734,62,13.3
57,58734,185,26
57,58734,108.2,24.8
57,58734,89.4,13
57,58734,56.5,12.2
57,58734,85.2,9.2
57,58734,58.8,9.5
57,58734,63.9,18
57,58734,66.5,30.8
57,58734,36.8,15.8
57,58734,37.6,21.3
57,58734,27.6,12.8
57,58734,121.4,16.1
57,58734,34.1,16.5
57,58734,28.4,14.1
57,58734,29.9,9.3
57,58734,86.4,21.7
57,58734,83.4,23.8
57,58734,41.5,9.6
57,58734,53.5,10.8
57,58734,27.7,11.8
57,58734,52.2,24.1
57,58734,38.6,8.1
57,58734,35.5,13.2
57,58734,38.1,8.3
57,58734,169.3,25.4
57,58734,280.8,11.7
57,58734,29.1,12.9
57,58734,27.4,15
57,58734,75.6,11.1
57,58734,32.9,10.4
57,58734,46,12.9
57,58734,59.6,9.1
57,58734,82.2,16.6
57,58734,26.7,10.3
57,58734,25.5,11.2
57,58734,120.8,14.4
57,58734,33.9,10.8
57,58734,86.8,18.1
57,58734,239.6,16.4
57,58734,49.4,10.1
57,58734,30.1,11.4
57,58734,59.8,8.8
57,58734,52.1,9.9
57,58734,73.5,12.3
57,58734,49.3,8.1
57,58734,91,12.8
57,58734,41.1,8
57,58734,58.8,16.6
57,58734,28.9,9.2
57,58734,26,9.7
57,58734,44.9,11.3
57,58734,118.9,10.7
57,58734,53.6,9
57,58734,58.6,8.8
58,58737,52.7,8
58,58737,28.5,12.3
58,58737,28.9,17
58,58737,75.2,9.4
58,58737,40.6,11
58,58737,68.9,8.3
58,58737,40.4,11
58,58737,58,10.7
58,58737,46.2,9
58,58737,28.5,8.3
58,58737,32.9,9.3
58,58737,35.5,9
58,58737,38.7,10.7
58,58737,37.9,8.3
58,58737,26.8,9.7
58,58737,40.1,11.5
58,58737,96.8,12.3
58,58737,61,12.7
58,58737,35,10.3
58,58737,34.9,8.3
58,58737,45.3,9.7
58,58737,61.5,11
58,58737,56.9,9
58,58737,87.4,10.7
58,58737,47.8,14
58,58737,50.8,8
58,58737,46.1,8
58,58737,35.3,8.3
58,58737,28.1,8
58,58737,29.1,11
58,58737,59.8,10.7
58,58737,28.7,9
58,58737,31.4,11.3
58,58737,42.4,8
58,58737,32.2,10.3
58,58737,104.4,8.7
58,58737,69.6,9
58,58737,41.4,12.3
58,58737,36,8.3
58,58737,54.3,11
58,58737,34.9,8.7
58,58737,48,13
58,58737,43.1,14.3
58,58737,54.3,12.3
58,58737,39.3,8.7
58,58737,117.6,8.3
58,58737,50.6,11.7
58,58737,27.7,9
58,58737,27,11
58,58737,58.5,18
58,58737,30.7,10.3
58,58737,33.8,14
58,58737,26.8,13.3
58,58737,28.4,11
58,58737,40.1,8.7
58,58737,46,8.3
58,58737,28.1,8.7
58,58737,66.4,12
58,58737,113.5,9
58,58737,50.8,9
58,58737,75.7,8.3
58,58737,58.1,9.3
58,58737,43.7,9
58,58737,40.5,9.7
58,58737,77.4,8.7
58,58737,40.5,8.3
58,58737,55.4,11.3
58,58737,32.9,11.3
58,58737,43.7,13.3
58,58737,37,9
58,58737,26.4,13.3
58,58737,48.4,12.8
58,58737,31.1,10.5
58,58737,37.6,9
58,58737,42,11.2
58,58737,27.8,8.5
58,58737,74.4,10
58,58737,43,10.5
58,58737,30.4,12.7
58,58737,36.3,9.5
58,58737,31.4,9.9
58,58737,27.4,10.8
58,58737,63.4,15.7
58,58737,35.4,10.7
58,58737,48.6,8.5
58,58737,44.1,9.2
58,58737,77.4,9.5
58,58737,62.9,8
58,58737,93.3,8.5
58,58737,49.2,8.3
58,58737,35.1,11.2
58,58737,46.1,8.2
58,58737,115.3,8.5
58,58737,27.8,9.1
58,58737,31.7,9.1
58,58737,59.9,8.9
58,58737,35.1,9.1
58,58737,51.8,9
58,58737,50,8.4
58,58737,50.1,10
58,58737,28.5,14.5
58,58737,34.2,8.3
58,58737,49.2,12
58,58737,25.2,12.4
58,58737,44,8.2
58,58737,28.6,9.7
58,58737,45.5,11.1
58,58737,39.1,10.7
58,58737,56,9.4
58,58737,54.1,12.9
58,58737,99,9
58,58737,27.3,8.1
58,58737,46.5,12.6
58,58737,33.9,9.9
58,58737,34.8,9.6
58,58737,88.5,8.7
58,58737,52.5,11.5
58,58737,30.3,11.2
58,58737,37,8.4
58,58737,25,11.2
58,58737,56.6,8.2
58,58737,29.1,9.3
58,58737,62.3,11.5
58,58737,50.7,8.9
58,58737,59.7,8.8
58,58737,41.4,8.4
58,58737,78.6,9.1
58,58737,29.7,10
58,58737,71.4,12
58,58737,140.7,28
58,58737,54.6,18
58,58737,34.8,11
58,58737,260.7,8.26178594878527
58,58737,31.4,11.7
58,58737,29,8.7
58,58737,32.2,12.7
58,58737,30.5,11.3
58,58737,31,12.3
58,58737,29.7,13.3
58,58737,30.6,9
58,58737,36.8,10.3
58,58737,34.9,10.3
58,58737,32.4,12
58,58737,46.9,9.7
58,58737,42.1,12.3
58,58737,29.8,10.7
58,58737,27.8,10
58,58737,67.1,10.3
58,58737,31.2,14
58,58737,32.4,12.7
58,58737,82.2,22.3
58,58737,35.2,19
58,58737,37.5,13
58,58737,55.5,17.6
58,58737,38.7,11.7
58,58737,35,10.6
58,58737,88.3,8.1
58,58737,30.8,10.5
58,58737,158.8,11
58,58737,42.7,11.5
58,58737,73,13.3
58,58737,39.8,9.1
58,58737,85.3,12.2
58,58737,55.2,11.3
58,58737,45.3,16.8
58,58737,59.7,10.4
58,58737,72.2,12.6
58,58737,27.1,11.9
58,58737,40.9,11.2
58,58737,27.9,10.2
58,58737,38.5,11.1
58,58737,51,12.4
58,58737,32.4,12.3
58,58737,69.3,20.1
58,58737,116.2,32.6
58,58737,62.9,9
58,58737,84.4,11.8
58,58737,38.8,11.7
58,58737,51.7,12.4
58,58737,37.6,12.4
58,58737,62,13.3
58,58737,185,26
58,58737,108.2,24.8
58,58737,89.4,13
58,58737,56.5,12.2
58,58737,85.2,9.2
58,58737,58.8,9.5
58,58737,63.9,18
58,58737,66.5,30.8
58,58737,36.8,15.8
58,58737,37.6,21.3
58,58737,27.6,12.8
58,58737,121.4,16.1
58,58737,34.1,16.5
58,58737,28.4,14.1
58,58737,29.9,9.3
58,58737,86.4,21.7
58,58737,83.4,23.8
58,58737,41.5,9.6
58,58737,53.5,10.8
58,58737,27.7,11.8
58,58737,52.2,24.1
58,58737,38.6,8.1
58,58737,35.5,13.2
58,58737,38.1,8.3
58,58737,169.3,25.4
58,58737,280.8,11.7
58,58737,29.1,12.9
58,58737,27.4,15
58,58737,75.6,11.1
58,58737,32.9,10.4
58,58737,46,12.9
58,58737,59.6,9.1
58,58737,82.2,16.6
58,58737,26.7,10.3
58,58737,25.5,11.2
58,58737,120.8,14.4
58,58737,33.9,10.8
58,58737,86.8,18.1
58,58737,239.6,16.4
58,58737,49.4,10.1
58,58737,30.1,11.4
58,58737,59.8,8.8
58,58737,52.1,9.9
58,58737,73.5,12.3
58,58737,49.3,8.1
58,58737,91,12.8
58,58737,41.1,8
58,58737,58.8,16.6
58,58737,28.9,9.2
58,58737,26,9.7
58,58737,44.9,11.3
58,58737,118.9,10.7
58,58737,53.6,9
58,58737,58.6,8.8
59,58752,63,9
59,58752,82.6,13.7
59,58752,26.2,8
59,58752,57.9,10
59,58752,45.9,10
59,58752,52.4,10
59,58752,138.6,24
59,58752,41.5,13
59,58752,49.3,14.7
59,58752,44.3,12.7
59,58752,46,9.7
59,58752,87.5,16.9
59,58752,47.7,9.9
59,58752,251,19.7
59,58752,51.8,15.9
59,58752,34.4,9
59,58752,86,15.7
59,58752,88.4,20.6
59,58752,37.9,8.5
59,58752,68.7,11.7
59,58752,139.6,12.9
59,58752,162.3,13.2
59,58752,32.8,11.7
59,58752,27.9,10.1
59,58752,89,11.9
59,58752,193.8,18.2
59,58752,29.2,8.1
59,58752,53.2,9.1
59,58752,28.1,8
59,58752,29.1,11
59,58752,59.8,10.7
59,58752,28.7,9
59,58752,31.4,11.3
59,58752,42.4,8
59,58752,32.2,10.3
59,58752,104.4,8.7
59,58752,69.6,9
59,58752,41.4,12.3
59,58752,36,8.3
59,58752,54.3,11
59,58752,34.9,8.7
59,58752,48,13
59,58752,43.1,14.3
59,58752,54.3,12.3
59,58752,39.3,8.7
59,58752,117.6,8.3
59,58752,50.6,11.7
59,58752,27.7,9
59,58752,27,11
59,58752,58.5,18
59,58752,30.7,10.3
59,58752,33.8,14
59,58752,26.8,13.3
59,58752,28.4,11
59,58752,40.1,8.7
59,58752,46,8.3
59,58752,28.1,8.7
59,58752,66.4,12
59,58752,113.5,9
59,58752,50.8,9
59,58752,75.7,8.3
59,58752,58.1,9.3
59,58752,43.7,9
59,58752,40.5,9.7
59,58752,77.4,8.7
59,58752,40.5,8.3
59,58752,55.4,11.3
59,58752,32.9,11.3
59,58752,43.7,13.3
59,58752,37,9
59,58752,26.4,13.3
59,58752,48.4,12.8
59,58752,31.1,10.5
59,58752,37.6,9
59,58752,42,11.2
59,58752,27.8,8.5
59,58752,74.4,10
59,58752,43,10.5
59,58752,30.4,12.7
59,58752,36.3,9.5
59,58752,31.4,9.9
59,58752,27.4,10.8
59,58752,63.4,15.7
59,58752,35.4,10.7
59,58752,48.6,8.5
59,58752,44.1,9.2
59,58752,77.4,9.5
59,58752,62.9,8
59,58752,93.3,8.5
59,58752,49.2,8.3
59,58752,35.1,11.2
59,58752,46.1,8.2
59,58752,115.3,8.5
59,58752,27.8,9.1
59,58752,31.7,9.1
59,58752,59.9,8.9
59,58752,35.1,9.1
59,58752,51.8,9
59,58752,50,8.4
59,58752,50.1,10
59,58752,28.5,14.5
59,58752,34.2,8.3
59,58752,49.2,12
59,58752,25.2,12.4
59,58752,44,8.2
59,58752,28.6,9.7
59,58752,45.5,11.1
59,58752,39.1,10.7
59,58752,56,9.4
59,58752,54.1,12.9
59,58752,99,9
59,58752,27.3,8.1
59,58752,46.5,12.6
59,58752,33.9,9.9
59,58752,34.8,9.6
59,58752,88.5,8.7
59,58752,52.5,11.5
59,58752,30.3,11.2
59,58752,37,8.4
59,58752,25,11.2
59,58752,56.6,8.2
59,58752,29.1,9.3
59,58752,62.3,11.5
59,58752,50.7,8.9
59,58752,59.7,8.8
59,58752,41.4,8.4
59,58752,78.6,9.1
59,58752,29.7,10
59,58752,71.4,12
59,58752,140.7,28
59,58752,54.6,18
59,58752,34.8,11
59,58752,260.7,8.26178594878527
59,58752,31.4,11.7
59,58752,29,8.7
59,58752,32.2,12.7
59,58752,30.5,11.3
59,58752,31,12.3
59,58752,29.7,13.3
59,58752,30.6,9
59,58752,36.8,10.3
59,58752,34.9,10.3
59,58752,32.4,12
59,58752,46.9,9.7
59,58752,42.1,12.3
59,58752,29.8,10.7
59,58752,27.8,10
59,58752,67.1,10.3
59,58752,31.2,14
59,58752,32.4,12.7
59,58752,82.2,22.3
59,58752,35.2,19
59,58752,37.5,13
59,58752,55.5,17.6
59,58752,38.7,11.7
59,58752,35,10.6
59,58752,88.3,8.1
59,58752,30.8,10.5
59,58752,158.8,11
59,58752,42.7,11.5
59,58752,73,13.3
59,58752,39.8,9.1
59,58752,85.3,12.2
59,58752,55.2,11.3
59,58752,45.3,16.8
59,58752,59.7,10.4
59,58752,72.2,12.6
59,58752,27.1,11.9
59,58752,40.9,11.2
59,58752,27.9,10.2
59,58752,38.5,11.1
59,58752,51,12.4
59,58752,32.4,12.3
59,58752,69.3,20.1
59,58752,116.2,32.6
59,58752,62.9,9
59,58752,84.4,11.8
59,58752,38.8,11.7
59,58752,51.7,12.4
59,58752,37.6,12.4
59,58752,62,13.3
59,58752,185,26
59,58752,108.2,24.8
59,58752,89.4,13
59,58752,56.5,12.2
59,58752,85.2,9.2
59,58752,58.8,9.5
59,58752,63.9,18
59,58752,66.5,30.8
59,58752,36.8,15.8
59,58752,37.6,21.3
59,58752,27.6,12.8
59,58752,121.4,16.1
59,58752,34.1,16.5
59,58752,28.4,14.1
59,58752,29.9,9.3
59,58752,86.4,21.7
59,58752,83.4,23.8
59,58752,41.5,9.6
59,58752,53.5,10.8
59,58752,27.7,11.8
59,58752,52.2,24.1
59,58752,38.6,8.1
59,58752,35.5,13.2
59,58752,38.1,8.3
59,58752,169.3,25.4
59,58752,280.8,11.7
59,58752,29.1,12.9
59,58752,27.4,15
59,58752,75.6,11.1
59,58752,32.9,10.4
59,58752,46,12.9
59,58752,59.6,9.1
59,58752,82.2,16.6
59,58752,26.7,10.3
59,58752,25.5,11.2
59,58752,120.8,14.4
59,58752,33.9,10.8
59,58752,86.8,18.1
59,58752,239.6,16.4
59,58752,49.4,10.1
59,58752,30.1,11.4
59,58752,59.8,8.8
59,58752,52.1,9.9
59,58752,73.5,12.3
59,58752,49.3,8.1
59,58752,91,12.8
59,58752,41.1,8
59,58752,58.8,16.6
59,58752,28.9,9.2
59,58752,26,9.7
59,58752,44.9,11.3
59,58752,118.9,10.7
59,58752,53.6,9
59,58752,58.6,8.8
60,58754,39,19.3
60,58754,60.5,12
60,58754,51.4,9
60,58754,113.9,8
60,58754,39.9,9
60,58754,43.8,8
60,58754,221.9,28.3
60,58754,32.2,10.3
60,58754,70.3,9
60,58754,216.5,9.7
60,58754,76.5,15
60,58754,40.2,14.1978193146417
60,58754,59.8,8
60,58754,32.9,9.09388275276126
60,58754,50,9.3
60,58754,124.3,8
60,58754,30.1,8
60,58754,89.8,10
60,58754,69.9,9.7
60,58754,99.7,9
60,58754,99.9,9.7
60,58754,37.8,8
60,58754,32.6,8
60,58754,119,12
60,58754,44.1,9
60,58754,56.1,8.3
60,58754,51.5,11
60,58754,164,8
60,58754,91.7,16.4459643160577
60,58754,68.8,12.917445482866
60,58754,58.6,8
